PERIODO|ID_CLIENTE|CANT_CONSULTAS_PREV
2018-12-01|WWJX1SDz/0iL9U8EH/vQF8FaZ2r72+J02BW82jiCjno=|1
2018-12-01|kBKlal0WzcuAOzOhgL6sLhBtHW1EAM9u9/QSnmeBnpE=|1
2018-10-01|M3SmP2UdwGqEdES8rM5gEiwBiXpsenHlIzg6IZ55CE8=|1
2018-11-01|JHEndePyYzDNtW9F4psdoA2lJ+rPp+bJtyXso4xtROk=|1
2018-10-01|3y6kUPukgjOUx7sn04iNFHkr/+G7s+YbF1YnIOrkQi4=|1
2018-12-01|dsmGn/C+r+C3IXFvKWI0VTb0IIv8Yn0MqVHnsh+qPDA=|1
2018-11-01|Ugn8anvV6zNlSuFMw9v607bWZz/b9Bu9RveYMzzV7f4=|1
2018-11-01|MHJeRNxSz+f1g6JpKGY623epcLi5gx+JbKwuB62q9G0=|1
2018-10-01|iYGqcYtOkK4AJrXt7VaFdKpJJeqw16viIU/LYYAUFC0=|1
2018-11-01|H36RRue75cHsO4NH04Ij3Qe60ROGaWvUhCV/FzOwzKk=|1
2018-12-01|b9g/71R0O3zEu784JjnlzTdxKKAx1ZJhv7reQ/EKR9M=|1
2018-11-01|si6tmY7Jo2H8ZipYV6NTjnupG/yfZziIyOge8zY3msY=|1
2018-11-01|aQsOcxkeX0UBmUnFUei9z3bkb/xJceyciBnKpSxRrJA=|1
2018-11-01|d+ZWKRzDoZERPga6FofEWTqonfeu+3mTiZvWqBlXEjE=|1
2018-11-01|f9DgNOe3d5SqWwsdxKhxbPl1zOiAHbRRKIzSBFX4WoA=|1
2018-11-01|Iys9tg2Uo1XGxU1HQi3QkLHAGHtSavES6LMzh5OcIRY=|3
2018-12-01|Qz9niDMN1hMulVYe0SOFGB6vZErJh1WGC1Sfmoc0ErE=|1
2018-11-01|RLY1kSybE1V+TTAaD5bsnKxyqsphedVXcqXu2EhSaQ0=|1
2018-12-01|ukToiGqEv/GvrVgB7n7uIbN3G6s8AWvIFFq5YafDAAA=|1
2018-11-01|ukToiGqEv/GvrVgB7n7uIbN3G6s8AWvIFFq5YafDAAA=|1
2018-10-01|c7KPE8cIwOcS4ltq9HjIkQBrZQgKGJgK/Yhe4r4G22Q=|1
2018-10-01|VyLjmxJuRq7a0z3T/v6k+YaNVOzJ29LCEFtcy44+YvE=|1
2018-10-01|ogb/oDIPE73XZVf9NZGlXw/eY/0yfdKm7r4mq/mztQM=|1
2018-12-01|k/hYD9TdutAxkV9P7biiVdfUvHFQ341fsaqD55Gn4zo=|1
2018-12-01|DDWE69vACTImUd/5vp5pGxl/E/nN840eZw45n24cDZg=|1
2018-10-01|SjgO/IwjaSdA4Ofxw532wbTU1yLH6ozwCLH1ZAjEgO4=|1
2018-11-01|8anTD36ltKtFsXpSajWbnW5CQYeCclp10xHlm/pkQCQ=|1
2018-12-01|eF5i6Q38RT7zw7EzhK7dBrzzG+vtlPNfyOXi7egeKO0=|1
2018-12-01|bJkZRpNPjGks6RbaSU0kRq7tgYXsXDrB9tKJudeJgAE=|1
2018-10-01|QncdXK0CLc/FhPzS8bhusUPvH0/2TkTpQeI/o5rZGwY=|1
2018-12-01|VWqdlJ2EHKX0/W54LBS92OWuaQCAWzUphIHHNxgnEOQ=|1
2018-12-01|mXCg20veMNtOr8VHgWDDwBOTDHKq39ZnLry8YQ87UMA=|1
2018-12-01|+UaVQ4URJCp5xxdrklBoJc9YKmlUe/JRmdMmhBUZT0U=|1
2018-11-01|+UaVQ4URJCp5xxdrklBoJc9YKmlUe/JRmdMmhBUZT0U=|1
2018-10-01|XLqKEZPHrknse+C+Vm25k+ljm/dzRCae6g9wpKHNGYA=|1
2018-12-01|jHqJgjamK4tRNPZHgF4RTaYFoxY7bP+yhBKS0stPsMU=|1
2018-12-01|I+8Sg9hxf5v57JTkqeu9seziDz47n5LQlxJzXdoFdu4=|2
2018-11-01|xSA7GWO8njGHMVzieQ8xYxU6BvCh0pCuWQa9d/S0WZs=|1
2018-10-01|YsnEW+aiHpj9bvRRXetaYgi5cpdLIlLP9NAt7XuLcZE=|1
2018-12-01|8CwkezChwC3zUsb8rmFHSIb+mjgUSYJr4bzFQ68/2Z8=|1
2018-10-01|e/2aofN0fN6Ssiy9mESkbz53YqoY5H0e3oUa0uQWmVc=|1
2018-11-01|raOZ/opthXR09/uiMBHXyLUXoBNVVLVsITKqT717IWU=|1
2018-12-01|raOZ/opthXR09/uiMBHXyLUXoBNVVLVsITKqT717IWU=|1
2018-12-01|co8GNBvHrf4d4JERfqYcIGmV2wNuY+dkNutZt0/e+l8=|1
2018-12-01|AwZdYxdnGpK+ZvZHQvBLuqlrMiJCe57Rc6lcnWNkCNA=|1
2018-12-01|3RV8aeskGmYGKCt7skTd0ElQMhoFKwJXZUU3tqCudTw=|1
2018-10-01|y3WepXZ3IpU+ViIVLB6Z8U+GfDJyLX/aL0rzG7cl6dE=|2
2018-12-01|3EkWLgmcbNjtTLYkfTJQdDOCk0xI3J7BqOnKSIgbLj4=|1
2018-11-01|ynFw6CE50j6Q1hqg1fldZysDfC50Bfi+qOFEKrylpy8=|1
2018-12-01|SfOu88NoD00dksGIcj/oqqRTmAEsUU0w+xiBIK8VBdU=|1
2018-10-01|zngliiOhDNtHCPPmMABjo+NEjUtm6EItFvWKF9fdcP0=|1
2018-12-01|DMgwOta6GkFuugHADZO8gjRZeMUZ4ddo7IoGkEXoQrY=|1
2018-12-01|lnIpSAkJ9EdPYX6gTcP4nt4lSw3W61H43zA/i3++sX4=|1
2018-11-01|s07i0FeDCfMyrrFeUeU6Iq4AImIrbItUbFpNm8cZNKo=|1
2018-10-01|pG04dcZQvdTHG/korpaPB3HeaNzom7FB78RoRoZ13F4=|1
2018-12-01|ZKKkmu6syMy1sH39LsvQhP2eMuL175K9q9s12FzSEV4=|1
2018-10-01|CMg9/1Jz/Y0U73XVc8g0cnAlkRqG84YDmhuphS+eqMY=|1
2018-12-01|LMesocRerzPfFwSkGjDEblXyGyrK7G1+vcLvtgo2TUg=|1
2018-10-01|w0zoR1xz7RKw7ZNr9yMCqKhDW7+LufyF5b2c+6aL0ro=|1
2018-10-01|ve7pLZJEkdzFpNc11WN7cotHuuFOE2UaIyCRJ3Ngolc=|1
2018-12-01|ve7pLZJEkdzFpNc11WN7cotHuuFOE2UaIyCRJ3Ngolc=|1
2018-11-01|PjNBv734ZNwNAqye2xo1cDFw1gRJtA8YPdR9tOryZYI=|1
2018-12-01|uo7PGjljzcJAK1a3Vetrz+JhTkmzmvfi29yCIvlNXBQ=|1
2018-11-01|8RenhmLkNhiSwnJW6RY0G9s3pJBDx3xs3JswgCxaETA=|1
2018-12-01|7+IqUBuR6/dtAry982a018QVLl3hIiXpxU2hRUN5hJ8=|3
2018-11-01|Nt6vnDDJboQdZYVxPbMLCwifbTWSXcqz8s0LG0d/h44=|1
2018-12-01|v4wG2DeyiPNG3F3xvkMKgnDHEmU8d1DbAFQ9K+Etvdc=|1
2018-11-01|4SLE9itpARW+rdaEtYu8B+6h4f+s0CYMa1i2bsLG3+0=|1
2018-10-01|fQlXuIdzu1lXQwDhUjxOSZYYqOAkQ6SgJ5owaomzaBY=|1
2018-10-01|eCZ4wej8oARk/eI8W+lJXvaS5myiHZK0tgAATVb/fYE=|1
2018-12-01|X+rmFfFkw6Kt9gJyiCaljLZrAHhIAQiChT/gt2NIEZs=|1
2018-11-01|HBa7k0HdvxC0KNtRvg79BKj6/C2Skmy+PbgZPXgBng0=|1
2018-11-01|FIzPJnLQUf8+kTyMOqNjl0VrB3a8hP5c0Vj6HKfc/pY=|1
2018-11-01|vS1XSbYntFh6fXgfyy1AxYLJStCwuBUBNIA9LL94joY=|1
2018-10-01|bfnDVfZ+kW2P+c+z6cCES91mFDRYPGsQW3XQRkI3A2I=|1
2018-12-01|zipdbqrsFkBAIZOmRDX64vYHEJls4ZDV6wqOcGI/B6Y=|1
2018-11-01|rButsNyPPnW/TvZwJnfJP7UlwSH0UUxH0cINu4GSTcg=|1
2018-12-01|gkMtnZM/ArP07oQeepl5pY6QVZsTamNeLRLgPirkRiM=|1
2018-10-01|yQ7OB0upH1guVpsA6Rk3l9lLP1puGggQzwdypZkAdhg=|1
2018-12-01|UDVzN7d/cUkMVQvuqAifRiKNObSU4tzTtTS5Qu5jdl4=|1
2018-12-01|vmR12W/HnjvenIoMv2wdmqpNWFnA4JyTvCJLrYJ16S0=|1
2018-11-01|IgO9nq/VUu/HHpHUpcvbqR5Vew0C1WvpgRzRX8UgYIM=|1
2018-10-01|/6WNsiB/eHOaxKYQrnyXF49UXNJPUwOH+2yAevbBpoI=|1
2018-11-01|ziVx/iqREdsPKppI+59iTNVygBXucuEHuBi4KvRNuSI=|1
2018-11-01|HOjVzRZ5KpOY11dv8MaW6X8+uF2VCoZkEhjeFFwVtm8=|1
2018-12-01|P1PpJCpJ6N5OrN4p51XBjy+9mHofjOJ/bdqqwj7l7ek=|1
2018-10-01|qPi677a2zESalTt9zbJrai3pM5G/lQF5Fu9jk0KkGYs=|1
2018-11-01|qPi677a2zESalTt9zbJrai3pM5G/lQF5Fu9jk0KkGYs=|1
2018-10-01|0Cuta+lL9TAeoWHvkpZX/re9r+VlyMsuXW2AwWgh3Ks=|1
2018-11-01|uR6iHQSfoxx+/N1lb5QfuGbMb2ZaeYpC9wY6euwF8QY=|1
2018-10-01|5L0fOT/7Y7okLIuuhB8lRnCZmgeYZqYqNVSiDMW75nc=|1
2018-10-01|UXrTZ+xG9/g+zTOkl4/k3+iFEOznrtdPn2D82oZuiAw=|2
2018-12-01|6SG/spq63nraWK/rkkVkCMlynOonIeWxlfrEnV7X6pI=|1
2018-10-01|zvnn50Ol3TkQM5+iBjHs1QuJy8Ncw8M4qklOVL3CNU0=|2
2018-10-01|TXR2/bFfAcYHUMuF0SM2wE59/r5dTWJ5I6keijctqkA=|1
2018-12-01|dqOqyvO/XCsYb+Px98fiGYCA6BMdWLJNR7u0eLjuXJs=|4
2018-11-01|/fo6ha48Il8qmMBoFD3BEhPIY0lJ6IkXN4aTUUQ2sEI=|1
2018-12-01|acBzPfoWDAZITxqwO4BPb7h/KFUyUKm8ppdE+gNQFHs=|1
2018-10-01|acBzPfoWDAZITxqwO4BPb7h/KFUyUKm8ppdE+gNQFHs=|1
2018-11-01|3qZGSsiezKF/R8BmkZGimBwYczJa0QwseG1aq+O7dMs=|1
2018-10-01|Rs7PE7ZdTsdTjxuybv5wnPXSaFnP4/MCAuxVlxARwxo=|1
2018-11-01|nyrGOwfTDm6RKr5LUUqRjWNBmWxS8PAc+AY4SpUr7AQ=|1
2018-11-01|gKx4OgHNHv2tX8xM7qAveGIdZlLrsEEJD3ggf5Nk4Nc=|1
2018-11-01|s3Lv5kEwQyXeuR9lVKfgp32pTIpIFszrl/P8lwnbg3o=|1
2018-10-01|tCcfgOARdhSZ6UebPGHSCA2Y3PLeataBXE23DaZo1P0=|1
2018-10-01|Oo+b/cpLqhr6TRKWKaDIoAIuni+qKb79XHYTGROHJ/U=|1
2018-11-01|KwRORBS8Kel5FbtCCaD6UYC/wTjSAXwMl2ksS3Z8jFg=|1
2018-11-01|MNfWgDEdlQsllV1iYNwQNraFjZDJmW38v0I6CUre3KA=|1
2018-12-01|es7BoZVKWXZsGf2K7AGf9EOy1zx3J8UGLoV/a5kzEAc=|1
2018-11-01|bahGQvCELkui46wfmLn4NLpeYf/ffK1OgceB13yzLjk=|1
2018-10-01|Mcgk+tENAxwu8pjDwpwON50rS+rskWQR35Vuhuu4Rgs=|3
2018-11-01|Mcgk+tENAxwu8pjDwpwON50rS+rskWQR35Vuhuu4Rgs=|1
2018-11-01|G9m+TA3PXND8afVO3tq2szQTZ6XWX8oAwIS9O5ve97g=|1
2018-12-01|13HMPSRBQMze7eVXdQdV06X4pc5MkC9vx4FT1AcZZug=|1
2018-10-01|13HMPSRBQMze7eVXdQdV06X4pc5MkC9vx4FT1AcZZug=|1
2018-11-01|P6VpvyOghBgx5Ax3aZdeDoFxJ+Wtkrrun+Wazr5z+lk=|1
2018-11-01|w9b/pKmuHJsIYDyfCyLUgNAhICmpxoioBAaunBU1Sq8=|1
2018-10-01|XBhPfQZzoToiHDSpSW/WCJQQ6Ph0y4Spd93v7BNN9dA=|1
2018-10-01|CF6ebqIy5TqXp1MyabF0XjyELnSkxRTl4f+8zP2XF1M=|1
2018-11-01|e4GC0jBegt0yJTGMA9Ulwu6xjt9jDWBrOEkfAxVYoP4=|1
2018-10-01|6llvS0UMqnTyVdb4aoBQIPdKaBrmt4EZvopHTOlRQSw=|1
2018-11-01|ejkSAY3QGxw8ZAf46n+Lnh1aKuKsk7/HbewurvvIttw=|1
2018-11-01|VpPDwOLkmKXDualRtnRYJ0yCe5ZlIHMpKji1xL1pUlk=|2
2018-10-01|VnR5bRaijrO4AObjQd+ruUxRYLS+8PkKvlUWNAtBgKg=|1
2018-10-01|1f9LOr25A0YmyObg341XYq2vtvuzDrajP6dM7VfVfQI=|1
2018-11-01|W1HBcZNuHZ1zd+uqEP14jWv5MhKSHY1PVTwJT4I9Bv4=|1
2018-10-01|ovVMXEjXPxJsXuJW7rn9PedDkPyuhghzXUe/v53rG/U=|1
2018-12-01|6l4FSitNeftXXP4ZWDLljJ91Zvt/AdkNnnNhYLoxdOQ=|1
2018-10-01|VlH+L2aAT9NXKjAq1ykeVU0LLBVH7gGSJ2NgRUsPcFk=|1
2018-10-01|Gs4/Io96L2JIRarvACO1sNZ9N7YRv96QF2k7RUKOUbE=|1
2018-12-01|L7N+OD8sPQYjAVQ1EJhiRTESbsZVfrpYZdwR4KXn5mc=|1
2018-12-01|XMaS5b9VNCaYSZL0OqB7vycwCEi1qqUwKXMYURZHWTc=|1
2018-11-01|ph1jMrjU3J7LE2Kbu1ykWE2lA3oKlzCQGf9s2c+g2eY=|1
2018-12-01|mIVdZhyTaZsiKfZhxreiZUV5VLrLq2/wrmaZoJZqz2M=|2
2018-12-01|1UFsAXsfKJCQx8p2QV2VjPPrPrrcXLenVqvKU1M99yo=|1
2018-11-01|DLtv6Es3rF7pLFofKzXScPr5DtWiqu5ICUoY/Wl/HGI=|1
2018-12-01|roN7Wh5ukOi4ATq1rdOjCc7RM02fyO577vtqXSRbvM4=|1
2018-11-01|roN7Wh5ukOi4ATq1rdOjCc7RM02fyO577vtqXSRbvM4=|1
2018-12-01|DZ4RuCE8XioGayoqCwM0y2LgALe+25hhqJqU4iR5mGY=|1
2018-12-01|/E2uRRAlc+KzKnfITajppheiwQjZkblSCIUFwZKxxvc=|1
2018-11-01|KJXW1NHtblLpvrFXdu7ZC37XeZ5ceQvSptkTtv3T4ho=|1
2018-10-01|UCjV9Qc0cdrNVCTIWI2bpC/aL6byNwxCtIhjmNnTOC8=|1
2018-10-01|Dd9U7JhgPa9FCI5jscfj9u8dGTQIYB4QtMjoQDHN/8A=|1
2018-11-01|p8wRx20ZSAUIOEY/wSsgAJO1mMxEf3E1CtaFgA3ipDA=|1
2018-11-01|WVRZeN0RyOm2GxP7/DzDeDgi2mI8etiZgMvE75h3KJw=|1
2018-12-01|/JGbQXsTjVgBC5fWCLb1kQH6D/6k2rxf0XecBsuj5B4=|3
2018-12-01|8uwoBqW/C0uz9OaGfVAcm39SfVZP+oG9+sKdS82DnOc=|1
2018-11-01|Ogax/fDwIOn0gphtEdyEL3X1CXZ4Ibr9vQZAp4iKogo=|2
2018-12-01|BZI2AWXnFp2rbGEcei1e4Pdd8pZxv4fqw+mpWjv/244=|1
2018-12-01|PI6wPny2sOlpT9kI9fzYqscfDYYmuFQBxvs2DS+oEOc=|2
2018-10-01|TV0mGPFi5PN0T/OWYp/uboHC1pSuDn0xHIEAPTBvqR8=|1
2018-10-01|746e+M+b2F1vzvMdE8quSIDmfOkdc1RLNoIpHhmE2Uc=|2
2018-10-01|HtqvjNgUhE9pqMAVaeqcNszftYnumJv/paE+4MkTfsE=|1
2018-11-01|anxuG7rNRbh4E36JPWyjXjQ2B7gRBzkXu2k2uDsC75k=|1
2018-10-01|8xPE0+1f9DyaoA0NCuHy8aJIvArLoMsQ3kRtmF6nwSg=|1
2018-10-01|QjV/HoeIUjuNbFbK1rcVV+yeHrfZuO7/Cr9gyI93G80=|1
2018-10-01|3kyD14jhIFsO4veUVMzKTbxbvta7Aq1KswDOMAEoIkQ=|3
2018-12-01|qUagt47QFFR1kJwGM4ndiSV0esa8KVJvc0SJ7Z/O+o8=|1
2018-12-01|QAYNrdHzk8cWnF1voDk6lsMaomKXro1phBDtxTX7LZQ=|1
2018-10-01|0bWu58WwUTNsQ27yNql1U7rI324x6fnjGGgkzUqJG14=|1
2018-12-01|FBBiy3SVzvKpHxyEYPQFM4fl6W4JVbt+1wexMleZAqE=|2
2018-12-01|LexaCaQN5Y/oWTvSPyyYpzYXvyZeHgtWlCyaTJu7dLg=|1
2018-12-01|FOi99soO4IFC1EdtGh+zX2SW+2Uyoc3/dRfpRhswXnU=|1
2018-11-01|IJRlnUXnNlCWGC0NjVUf4X5t4EJJvhpQlDk9afzdlLM=|1
2018-11-01|47ovHqZ9CRFBrg24Pe+rXTagv2qbbHPL9prxSI4Q6uw=|1
2018-10-01|2nqH/Gl9G0oSJsrv63OzvKrQAd2qzpP7aHXx0JSIoMM=|1
2018-12-01|1VuQuUQlL2YQTxyWco8pHUl+eh42qGbnyLOW5ES0v8U=|1
2018-12-01|13X3fC8N7NWFLKnO909mdQOaE7eLMZmE3JYmYs6MdYA=|1
2018-10-01|hAacjNWL3L75PPlH0nOAWi2VlA7ubi1bmWNl7ycf3cs=|2
2018-12-01|HFKwEs++x0Sstd8qydDdQOU1Gjfxq6FY8uA+aZ3Mk6k=|1
2018-10-01|jFKyLrMAkKxxAWxMz0sjplLcDcSSMNWRw7SRx88eEDs=|1
2018-11-01|KfZpPgQG3DDoH60JbHy4kHAMwhCsyCHVOTjtk5qXCD8=|1
2018-10-01|CWeWm1YRiVDBqCGWLGe1QFzBEVFbwkHg7C7E5EQc3T8=|1
2018-10-01|7+f0aq0x0+81yRPEOWEwcmJg1fLHvJQTWgUnpEx1Rjg=|4
2018-11-01|7+f0aq0x0+81yRPEOWEwcmJg1fLHvJQTWgUnpEx1Rjg=|1
2018-10-01|oAbOmJ2ReBLVyOixCw1i1Ozi9s3XZZF40GrIIwPbPjU=|1
2018-12-01|sBdUpatA0xE3Kmw00yaEAIt1U7fzBlmXPcePzCMlMHI=|1
2018-12-01|nRaPdmLN/x54gjMx3UPVOHpkrRNE7R4XpBc0EuZ58MY=|1
2018-12-01|jRWBcmLfzqlyy+k251sKw5c1dH96Gae+THkQuwPguig=|1
2018-11-01|6X1pId2KH+CDMSwPPe6OyqmtCDASp6ec6Vp0udgvs40=|1
2018-12-01|K0NErCVBaHOW0xRXesPzMk8rQ05B8BhPXOcHEtFo85g=|2
2018-10-01|65a77ecxMGdEl5QvAtT7VDgxCcFrQgBhPfEemrL13Hk=|1
2018-10-01|R7XSEseyzh5MNaSONa/B3NvUrnRjO9AbusnWNzvrXvg=|1
2018-12-01|raQdfQXE0US4aS+bkzmTUhbJm1Bgv00DrIGKc2EAxxA=|1
2018-12-01|7htajg4UZr12J9VZTO9WfPxSG30Jw1dOtfcf+mnAPHM=|1
2018-10-01|jd3DAdq9VCCH2m0rehUzNEs/dBAzmIpbpeLVT3fVYyQ=|1
2018-12-01|Y+nOTkzM17BYeQQY5fppJcZCG6bEEIO79gO6fM1yFug=|1
2018-11-01|Hc7UaS5He/C/O5qFDx6oBmifxk8qJN4KaVH3E57OTow=|1
2018-10-01|Hc7UaS5He/C/O5qFDx6oBmifxk8qJN4KaVH3E57OTow=|1
2018-10-01|H9TqQpxvos69BXbWgYBB8+jcEwk+LAjxfW10n6o2wc8=|1
2018-12-01|hATWMtsjowEfTDLeswSILxC3ThQrQEPaI8XCfyLcFc8=|1
2018-12-01|1M+lEzzHJ6uAGxY6V9od9/t80V/j8wmp2tFNTPQo5Lo=|1
2018-12-01|apZICIQUXgzC7q9srzMv/Tn+vrgJJZrul8GnKOkZgdw=|1
2018-12-01|KXE5ICJQLeeRq9SdA/1Lc/R2oq+PBWLWWrzrUo46K2o=|1
2018-10-01|e+QpGYgifj3WVAmrkJcIZKV14ZU3omnKPy25LZK/Uak=|2
2018-12-01|O6VGvJUIILuFGM3ejfTXzeUIkCWu+u1xq05Igr7PTUc=|2
2018-12-01|Ce1OYZfy5YJ9frF2Z4D3W/z/RMXKzqk71oh2+T1fUeU=|1
2018-11-01|Ce1OYZfy5YJ9frF2Z4D3W/z/RMXKzqk71oh2+T1fUeU=|2
2018-10-01|zWOwT1DoRJRYQo8DurCkW1+TRbshu9vltKmsQ1wWqX4=|1
2018-12-01|1jY3gU13h/gfl3/jeLWEjKg43/wTXBInmbiU0UMk69Y=|1
2018-10-01|1jY3gU13h/gfl3/jeLWEjKg43/wTXBInmbiU0UMk69Y=|1
2018-10-01|0CmNnM5UgYp/nODM9ElrMgo5wvpxlf4A+YZQ2E1CE5g=|1
2018-10-01|BzsqMTt9pjnSw8D/iJm/iv3GY0WKI8jyScXDP2WVu9k=|1
2018-11-01|M7tOjxzSGr/Ah1WNoNuRhkC3/BjiWRYBj5zB9+5gjmU=|2
2018-10-01|d3na3/NGFUP72tOUBhN9tegwM/Jef4bop6Ro0lCAlbE=|1
2018-11-01|9ybLRLF3PFJSm3n4nD/l2Y8nDyAnxHjr9OaxN5TMgqE=|5
2018-11-01|cRqcqWgVTScul+Fx1pNiEkR1+1unWRUxDlerPlkbXmI=|1
2018-12-01|WkGZy+9240KdVb/f1kgBe+0p885GJZ0Al7NxOiRvTY4=|2
2018-11-01|VcjK6iaG3ZtDzRXJAPrlfedSVL8u7e4NKd+JR4yjYvo=|1
2018-12-01|s7ogxmF0pzHF+/nD99rriBORarsSqG876k0PzI6Ef0w=|1
2018-10-01|KIGw0ys2MVeBkPUz38BNkLb54MTSyQ/kwmN/3SfhwJc=|1
2018-10-01|tI6IcXaiJLfL02Fbb5fI4iEC3HFYUjSQOiOPsse4OnI=|1
2018-10-01|YYBSrxakwZiA13XvL4V7II31cZUtlcTx5J2vFB3hfbs=|1
2018-12-01|Hi+CrUiJU4ovdtWj/EbhQoy/JUQTQY9W6q9BacDsTNY=|1
2018-12-01|yrHHYiWI4HVhiBUkT35B36xpQzrEWrgmUw3Qs/t595w=|1
2018-11-01|smTLg6BkWb4h2AjWzT1y9HFGz/k1DoRjx0riz9SrGQs=|1
2018-10-01|k92NljZZXR+JjCau+IFavUYDgEokpJXXlW9/GxcPQdQ=|1
2018-12-01|/qzqAsQfrwXoax7bQ+hMZUC5DqzKlE8KKYWVKgHOHxU=|1
2018-12-01|wWLN7uuymQTAQx2cfxjgrlbipzwudN67HzeL8HQbHqA=|1
2018-10-01|vdGw5OF5vpZBI6cC5pJEKBnHwde7RAx38WSduBL//fU=|2
2018-12-01|/4+U3+J8iCel9Ql7S7yZOTAz9U/7nu93GphA2mF6bv8=|1
2018-11-01|cXgRTAl42OmuJ9tVa8Gk375Hm3DEN8JN7uKXKNOvuVM=|12
2018-12-01|cXgRTAl42OmuJ9tVa8Gk375Hm3DEN8JN7uKXKNOvuVM=|3
2018-12-01|QUNvZJVyMaXi7dSOHfgJGD6HMFWWNrWASAagclYyzyM=|1
2018-11-01|EVmm0D8rnlxq7/3pTDkbgSdh0PB3wddl+KMe2/DRjzQ=|1
2018-10-01|kpwVr27WHgDnyzyhXcUH5aPozqblFIbZhrcEUGPo9t8=|1
2018-11-01|kpwVr27WHgDnyzyhXcUH5aPozqblFIbZhrcEUGPo9t8=|1
2018-12-01|BltpX04IJ63FxK9t1Q7n0Fb9DgelrwavdFgeBirPhDY=|1
2018-10-01|cdqUJg7jULeUqleTU+qdLBGJdBWHb1Xv3B9xs4ZYIww=|1
2018-12-01|EVd8HH3FRUJrNwSo09MvgLOJjeqCThpIovrqZBPmbpw=|1
2018-12-01|m5kvNW9AE7+rY7VMlQXejcqhncKHtArHabtLOkeKaRw=|1
2018-11-01|HGU35M7UORwVYGm+Stz86RKTPOLsuKHI7FHf6DkdULQ=|1
2018-10-01|b6cVE/EFOpuQu1KnkbPq2s61TeHrcb5BzVOybcnkhOk=|1
2018-12-01|J8O1CpfG21YUBMDDefK+XHhcyq36Om30BtDqh/jB2Kw=|1
2018-12-01|4s7UiS9Icwjhh4AtXZUekuDfDHIt4LlrmoLdFdEg/hw=|1
2018-11-01|9gKgOhg43On8oxTN3fuWEkY7Ne1fASxf4FXGGwZnE3g=|1
2018-12-01|BRlfX4QdXQ0CrPpCKRFljnG8ZncbgBYMzZBO22NIskE=|1
2018-12-01|6ppcUnE4cjhwmo23tXw37GGS+hcEb4wUCXbyRRHyBiQ=|2
2018-11-01|6ppcUnE4cjhwmo23tXw37GGS+hcEb4wUCXbyRRHyBiQ=|2
2018-12-01|90hAPsB7D6+J0ttWyKdhTOGHFmpKdpCILPcWVgcHBgE=|1
2018-12-01|FyoNDHhxufBSJ19IopBz5QlNG44fb8RzHYbqAwLYyQ4=|1
2018-11-01|9/MmebtzCdi5zf5HX8C3OCU9c4u/CX/dp9aHc6SNEu4=|1
2018-12-01|9/MmebtzCdi5zf5HX8C3OCU9c4u/CX/dp9aHc6SNEu4=|2
2018-12-01|a++vH25x5aZN/Wg58wFYb0NT86vfm9OearXs6Yu8dwU=|1
2018-12-01|wsvUpKuxV/dl6Pu/hkdMy4OVEyRV9YSviLiUSbG6hm8=|1
2018-12-01|9A6jjwMraEZx0kWFCYqoMzgEhOiFyHAs+CRRhV8QiO0=|1
2018-12-01|kF7b9/f3Tp9/FK+HIVJ+G2XOpPoYfbNtdZFNEP8ys4Q=|2
2018-10-01|qDO6bmY8lbWYQTUl3ddOrnFumJbmEGOYF2FCay5GqbI=|1
2018-10-01|Ea3QKW+JDwhsQXmGSR9kc/sliKEYKokUzKoXnFgPpXs=|4
2018-11-01|Ea3QKW+JDwhsQXmGSR9kc/sliKEYKokUzKoXnFgPpXs=|1
2018-10-01|AwYXHiZZ5HlPvbreJtz8NiYzl7iIVIbttclXDSWwD+I=|1
2018-11-01|BZyoYU1Ws8AruPGFvRSFPqaRD7DlmdRziym83Ysiqas=|1
2018-11-01|NdgUwAHVpLvDUaPSRZO1WfiB2o9pA+NnCgJFu5Dt/t4=|1
2018-12-01|71lYGOHXtgufeSRIavUxa7pRBvnL36wIiKzV8xRg+cc=|2
2018-12-01|cRUv210g91pAsDf8L4/mfcbTV2oL9nZICOUsPWLXsCg=|1
2018-11-01|vpT8UrmT9zezmKdtXnHdI3BEo7oa5ihutPWZ0U9NBMs=|1
2018-10-01|vpT8UrmT9zezmKdtXnHdI3BEo7oa5ihutPWZ0U9NBMs=|2
2018-12-01|BTTNKeLznmqTww9tvj+qct6qYOAN+nnj2Y/OfeuRtwo=|1
2018-12-01|eGLuLaS1i8j60q8bobfzBMD0OZcZm9YzKxYBZ4i6s5o=|1
2018-12-01|vULuVyVjvxIxH9ssCPBSEnn+Aw0epBbBuRGG9mt363A=|1
2018-11-01|vULuVyVjvxIxH9ssCPBSEnn+Aw0epBbBuRGG9mt363A=|1
2018-11-01|t16Ef5y6iN3sHwCeZbdOSea31y5qZ+d8E2eMYlru5gc=|1
2018-11-01|X6vw2XtSNKmSyQxOrmdOnxDZA3LPzEz+5g/cmtKid80=|1
2018-10-01|gaUxpCrFD8Qr7O4QjiHvgvfHvuKlQRJ+pbACvG/vU4k=|1
2018-10-01|vpwK81wN+Go7KLm+vVvxqHhRDLdAFnPbMHna+lt7HqQ=|1
2018-12-01|Fw7TO2J2WnNWQUjZCW8T47C61Zif7IVEtqlE8f+lNuI=|7
2018-12-01|MmCxtBccdH8MbWlr5UXlAl2oSNw0RzjdufcCsRkbcUw=|2
